model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
1 series,2013-01-01,9500,manual,67000,diesel,30,62.8,2.0
x5,2015-01-01,25900,automatic,50000,diesel,200,47.1,3.0
5 series,2012-01-01,9950,manual,82000,diesel,125,57.6,2.0
3 series,2007-01-01,8750,automatic,79000,petrol,565,28.5,3.0
1 series,2017-01-01,11950,manual,53000,diesel,20,72.4,1.5
3 series,2017-01-01,19000,automatic,30000,diesel,145,64.2,2.0
x5,2012-01-01,15900,automatic,94000,diesel,300,37.7,3.0
3 series,2016-01-01,16500,automatic,20000,diesel,135,56.5,3.0
1 series,2016-01-01,11750,manual,43000,diesel,0,83.1,1.5
2 series,2015-01-01,14250,manual,11000,petrol,125,50.4,1.5
5 series,2016-01-01,15750,automatic,59000,diesel,30,62.8,2.0
x3,2015-01-01,20500,automatic,35000,diesel,145,54.3,2.0
3 series,2016-01-01,10490,manual,63000,diesel,20,72.4,2.0
3 series,2015-01-01,10990,manual,50000,diesel,30,67.3,2.0
3 series,2015-01-01,14990,automatic,66000,diesel,145,53.3,3.0
1 series,2015-01-01,9490,manual,43000,diesel,30,65.7,2.0
5 series,2015-01-01,12490,automatic,89000,diesel,160,51.4,3.0
4 series,2017-01-01,20490,automatic,21000,diesel,145,53.3,3.0
3 series,2014-01-01,10490,automatic,83000,diesel,125,60.1,2.0
3 series,2011-01-01,8500,automatic,97000,diesel,150,53.3,2.0
1 series,2016-01-01,14250,manual,40000,petrol,125,52.3,1.5
3 series,2016-01-01,15400,manual,36000,diesel,30,64.2,2.0
4 series,2017-01-01,17500,manual,30000,diesel,145,62.8,2.0
5 series,2003-01-01,14950,automatic,37000,petrol,325,26.4,3.0
m3,2010-01-01,17750,manual,79000,petrol,570,22.8,4.0
m3,2010-01-01,17650,manual,81000,petrol,570,22.8,4.0
x3,2015-01-01,22950,automatic,19000,diesel,200,47.1,3.0
m3,2004-01-01,14950,automatic,55000,petrol,315,23.3,3.2
4 series,2015-01-01,15990,automatic,36000,petrol,160,46.3,2.0
3 series,2013-01-01,11250,automatic,94000,diesel,150,55.4,2.0
1 series,2010-01-01,7990,automatic,60000,diesel,145,53.3,2.0
5 series,2015-01-01,12900,automatic,82000,diesel,30,62.8,2.0
3 series,2016-01-01,17750,automatic,28000,diesel,30,64.2,2.0
x1,2019-01-01,22500,manual,7000,petrol,150,51.4,1.5
3 series,2016-01-01,16750,automatic,46000,diesel,30,64.2,2.0
4 series,2016-01-01,14250,automatic,57000,diesel,30,65.7,2.0
1 series,2015-01-01,10950,manual,33000,diesel,20,72.4,1.5
m4,2016-01-01,39500,automatic,800,petrol,300,34.0,3.0
3 series,2017-01-01,16500,automatic,60000,diesel,145,64.2,2.0
5 series,2014-01-01,13990,automatic,59000,diesel,125,57.6,2.0
4 series,2015-01-01,15490,automatic,76000,diesel,160,50.4,3.0
x1,2015-01-01,12990,automatic,57000,diesel,160,51.4,2.0
1 series,2015-01-01,8490,manual,48000,petrol,125,50.4,1.6
x1,2013-01-01,8990,manual,47000,diesel,160,51.4,2.0
1 series,2016-01-01,17990,automatic,14000,petrol,235,37.7,3.0
1 series,2016-01-01,8990,manual,45000,diesel,20,72.4,1.5
1 series,2016-01-01,11490,manual,49000,diesel,30,62.8,2.0
5 series,2016-01-01,13990,automatic,87000,diesel,160,51.4,3.0
5 series,2015-01-01,15490,automatic,60000,diesel,160,51.4,3.0
x3,2012-01-01,10990,automatic,90000,diesel,160,50.4,2.0
3 series,2016-01-01,15490,automatic,44000,diesel,30,62.8,2.0
1 series,2015-01-01,8990,manual,43000,petrol,125,50.4,1.6
5 series,2015-01-01,13990,automatic,48000,diesel,30,62.8,2.0
1 series,2015-01-01,8990,manual,39000,petrol,30,56.5,1.5
5 series,2015-01-01,13990,automatic,25000,diesel,20,68.9,2.0
1 series,2015-01-01,9990,manual,26000,petrol,145,48.7,1.6
5 series,2013-01-01,10490,automatic,88000,diesel,125,57.6,2.0
5 series,2015-01-01,13490,automatic,47000,diesel,30,62.8,2.0
3 series,2013-01-01,10990,automatic,76000,diesel,125,58.9,2.0
x6,2013-01-01,16990,automatic,80000,diesel,300,37.7,3.0
x3,2016-01-01,19990,automatic,50000,diesel,145,54.3,2.0
1 series,2014-01-01,8490,manual,59000,diesel,30,65.7,2.0
5 series,2014-01-01,12490,automatic,59000,diesel,125,57.6,2.0
5 series,2014-01-01,13490,automatic,39000,diesel,125,57.6,2.0
5 series,2012-01-01,11490,automatic,82000,diesel,160,51.4,3.0
z4,2014-01-01,12490,manual,31000,petrol,200,41.5,2.0
1 series,2015-01-01,8490,manual,49000,petrol,125,50.4,1.6
3 series,2011-01-01,6490,manual,90000,diesel,30,62.8,2.0
3 series,2016-01-01,12990,manual,53000,diesel,30,64.2,2.0
3 series,2013-01-01,9990,manual,51000,diesel,145,55.4,2.0
5 series,2016-01-01,13990,automatic,57000,diesel,30,62.8,2.0
1 series,2016-01-01,6990,manual,86000,diesel,20,68.9,2.0
1 series,2015-01-01,8490,manual,50000,petrol,125,50.4,1.6
3 series,2015-01-01,15990,automatic,29000,diesel,145,56.5,3.0
1 series,2017-01-01,16490,manual,31000,petrol,260,36.2,3.0
3 series,2012-01-01,8990,manual,59000,diesel,145,55.4,2.0
1 series,2015-01-01,7490,manual,83000,diesel,20,68.9,2.0
7 series,2015-01-01,25990,automatic,52000,diesel,145,56.5,3.0
5 series,2015-01-01,13990,automatic,64000,diesel,145,56.5,2.0
2 series,2016-01-01,18990,automatic,22000,petrol,235,38.2,3.0
4 series,2017-01-01,17990,manual,19000,petrol,145,46.3,2.0
5 series,2016-01-01,30990,automatic,32000,petrol,555,28.5,4.4
5 series,2016-01-01,14990,automatic,34000,diesel,30,62.8,2.0
4 series,2015-01-01,15490,automatic,40000,diesel,125,60.1,2.0
5 series,2015-01-01,15990,automatic,50000,diesel,160,50.4,3.0
x5,2013-01-01,20990,automatic,81000,diesel,200,45.6,3.0
1 series,2017-01-01,15490,automatic,26000,diesel,125,61.4,2.0
3 series,2016-01-01,20990,automatic,35000,diesel,160,51.4,3.0
5 series,2016-01-01,15990,automatic,53000,diesel,160,51.4,3.0
1 series,2015-01-01,7990,manual,62000,petrol,125,50.4,1.6
3 series,2014-01-01,11490,automatic,77000,diesel,145,55.4,2.0
1 series,2015-01-01,10490,manual,30000,diesel,20,70.6,1.5
x3,2015-01-01,15490,automatic,74000,diesel,145,54.3,2.0
2 series,2017-01-01,13490,manual,28000,diesel,125,60.1,2.0
3 series,2012-01-01,8990,manual,62000,diesel,145,55.4,2.0
2 series,2015-01-01,12990,manual,36000,petrol,145,47.1,1.5
5 series,2017-01-01,24990,automatic,42000,diesel,145,53.3,3.0
2 series,2016-01-01,16490,manual,24000,petrol,300,34.9,3.0
3 series,2016-01-01,17990,automatic,40000,diesel,160,51.4,3.0
5 series,2015-01-01,16490,automatic,60000,diesel,160,50.4,3.0
5 series,2016-01-01,31990,automatic,37000,petrol,555,28.5,4.4
1 series,2015-01-01,8990,manual,74000,diesel,30,65.7,2.0
1 series,2012-01-01,7490,automatic,75000,diesel,30,62.8,2.0
3 series,2014-01-01,11990,automatic,91000,diesel,145,55.4,2.0
3 series,2015-01-01,10990,automatic,68000,diesel,20,70.6,2.0
3 series,2011-01-01,7490,manual,78000,diesel,30,62.8,2.0
3 series,2013-01-01,8990,manual,80000,diesel,125,60.1,2.0
x5,2012-01-01,15490,automatic,60000,diesel,300,37.7,3.0
z4,2009-01-01,9490,manual,76000,petrol,325,30.1,3.0
3 series,2015-01-01,10990,automatic,85000,diesel,125,61.4,2.0
x3,2015-01-01,14490,automatic,31000,diesel,145,55.4,2.0
5 series,2013-01-01,10490,automatic,75000,diesel,125,60.1,2.0
1 series,2016-01-01,9490,manual,42000,petrol,125,53.3,1.5
3 series,2011-01-01,9490,automatic,59000,diesel,235,44.1,3.0
4 series,2015-01-01,14990,automatic,41000,diesel,30,65.7,2.0
1 series,2016-01-01,8990,manual,43000,diesel,20,72.4,1.5
1 series,2015-01-01,8990,manual,47000,petrol,125,53.3,1.5
3 series,2016-01-01,13490,manual,50000,diesel,125,58.9,2.0
5 series,2012-01-01,12990,automatic,67000,diesel,160,49.6,3.0
3 series,2016-01-01,12490,manual,25000,diesel,30,67.3,2.0
4 series,2016-01-01,32990,automatic,28000,petrol,300,34.0,3.0
3 series,2012-01-01,10990,automatic,47000,diesel,235,44.1,3.0
1 series,2015-01-01,8990,manual,56000,diesel,20,68.9,2.0
3 series,2014-01-01,10990,automatic,82000,diesel,125,58.9,2.0
x1,2013-01-01,7990,manual,64000,diesel,160,51.4,2.0
3 series,2015-01-01,8490,manual,83000,diesel,125,62.8,2.0
4 series,2017-01-01,15490,automatic,51000,diesel,30,65.7,2.0
5 series,2015-01-01,15990,automatic,56000,diesel,160,50.4,3.0
3 series,2013-01-01,11990,automatic,73000,diesel,125,57.6,3.0
3 series,2013-01-01,8990,automatic,75000,diesel,145,53.3,2.0
1 series,2015-01-01,8490,manual,46000,petrol,125,53.3,1.5
1 series,2016-01-01,10490,manual,51000,diesel,20,70.6,1.5
x1,2011-01-01,6990,manual,92000,diesel,145,54.3,2.0
5 series,2013-01-01,10990,automatic,75000,diesel,125,57.6,2.0
1 series,2012-01-01,6990,manual,74000,diesel,30,62.8,2.0
3 series,2013-01-01,8990,automatic,90000,diesel,160,50.4,2.0
x3,2011-01-01,8990,automatic,90000,diesel,160,50.4,2.0
5 series,2015-01-01,11990,automatic,76000,diesel,30,62.8,2.0
1 series,2016-01-01,10490,manual,17000,diesel,20,72.4,1.5
1 series,2017-01-01,11990,manual,12000,diesel,145,72.4,1.5
5 series,2014-01-01,11490,automatic,73000,diesel,125,57.6,2.0
1 series,2015-01-01,10990,manual,42000,diesel,125,57.6,2.0
1 series,2017-01-01,18490,automatic,33000,petrol,145,39.8,3.0
5 series,2013-01-01,10990,automatic,88000,diesel,145,55.4,2.0
3 series,2015-01-01,13490,automatic,63000,diesel,30,64.2,2.0
1 series,2013-01-01,7990,manual,65000,diesel,30,65.7,2.0
5 series,2016-01-01,13990,automatic,37000,diesel,30,62.8,2.0
1 series,2016-01-01,9990,manual,40000,diesel,0,83.1,1.5
3 series,2013-01-01,10990,manual,98000,diesel,30,62.8,2.0
3 series,2014-01-01,12995,manual,61000,diesel,125,60.1,2.0
5 series,2015-01-01,12490,automatic,88000,diesel,30,62.8,2.0
5 series,2014-01-01,12490,automatic,68000,diesel,125,57.6,2.0
x3,2012-01-01,12490,automatic,70000,diesel,160,50.4,2.0
5 series,2017-01-01,20490,automatic,33000,diesel,145,65.7,2.0
x5,2016-01-01,25990,automatic,62000,diesel,200,47.1,3.0
3 series,2017-01-01,19990,automatic,29000,diesel,145,51.4,3.0
5 series,2015-01-01,12990,automatic,86000,diesel,160,51.4,3.0
3 series,2017-01-01,12490,manual,26000,petrol,125,52.3,1.5
1 series,2015-01-01,9490,manual,35000,petrol,125,50.4,1.6
3 series,2016-01-01,12490,manual,32000,diesel,30,67.3,2.0
3 series,2014-01-01,10490,automatic,76000,diesel,30,62.8,2.0
4 series,2014-01-01,9990,manual,92000,diesel,125,60.1,2.0
2 series,2017-01-01,11990,manual,22000,petrol,145,52.3,1.5
5 series,2015-01-01,13990,automatic,52000,diesel,30,62.8,2.0
3 series,2017-01-01,21990,automatic,24000,diesel,145,49.6,3.0
z4,2014-01-01,11990,manual,36000,petrol,200,41.5,2.0
5 series,2015-01-01,12990,automatic,61000,diesel,30,62.8,2.0
3 series,2015-01-01,9490,manual,76000,diesel,20,68.9,2.0
1 series,2016-01-01,16990,automatic,26000,petrol,235,37.7,3.0
5 series,2016-01-01,12990,automatic,80000,diesel,30,62.8,2.0
5 series,2015-01-01,10990,automatic,96000,diesel,30,62.8,2.0
3 series,2016-01-01,17990,automatic,36000,diesel,160,51.4,3.0
1 series,2015-01-01,10490,manual,45000,diesel,30,65.7,2.0
1 series,2016-01-01,16990,manual,23000,petrol,260,36.2,3.0
2 series,2015-01-01,11490,manual,76000,diesel,30,64.2,2.0
5 series,2016-01-01,14490,automatic,47000,diesel,30,62.8,2.0
5 series,2016-01-01,13990,automatic,57000,diesel,30,62.8,2.0
5 series,2013-01-01,10490,automatic,74000,diesel,125,57.6,2.0
x5,2016-01-01,24990,automatic,34000,diesel,200,47.9,3.0
3 series,2013-01-01,10490,automatic,95000,diesel,125,58.9,2.0
3 series,2011-01-01,7490,manual,78000,diesel,125,60.1,2.0
5 series,2016-01-01,14490,automatic,50000,diesel,30,62.8,2.0
3 series,2016-01-01,13990,automatic,46000,diesel,30,64.2,2.0
x5,2015-01-01,24990,automatic,48000,diesel,200,47.1,3.0
3 series,2012-01-01,8990,manual,64000,diesel,145,55.4,2.0
1 series,2016-01-01,10490,manual,36000,diesel,20,68.9,2.0
1 series,2016-01-01,11490,manual,40000,diesel,30,65.7,2.0
1 series,2015-01-01,8990,manual,40000,diesel,20,72.4,1.5
6 series,2016-01-01,20990,automatic,34000,diesel,200,49.6,3.0
x1,2014-01-01,9490,manual,50000,diesel,160,51.4,2.0
1 series,2015-01-01,10490,manual,43000,petrol,145,49.6,1.6
3 series,2012-01-01,8990,manual,65000,diesel,125,60.1,2.0
3 series,2015-01-01,12990,manual,62000,diesel,145,55.4,2.0
3 series,2016-01-01,14990,automatic,63000,diesel,125,57.6,2.0
x5,2015-01-01,22990,automatic,53000,diesel,200,47.1,3.0
1 series,2013-01-01,9490,automatic,63000,diesel,160,51.4,2.0
3 series,2016-01-01,18990,automatic,38000,diesel,160,51.4,3.0
5 series,2016-01-01,12990,automatic,89000,diesel,125,60.1,2.0
3 series,2013-01-01,7490,manual,93000,petrol,145,47.9,1.6
x5,2015-01-01,24990,automatic,60000,diesel,200,47.1,3.0
x5,2011-01-01,14990,automatic,70000,diesel,300,37.7,3.0
x5,2012-01-01,12990,automatic,92000,diesel,300,38.2,3.0
3 series,2011-01-01,7490,manual,84000,diesel,125,60.1,2.0
1 series,2016-01-01,10490,manual,25000,diesel,20,72.4,1.5
3 series,2013-01-01,10990,automatic,62000,diesel,30,62.8,2.0
x5,2010-01-01,12990,automatic,77000,diesel,300,37.7,3.0
3 series,2012-01-01,7490,manual,81000,diesel,30,61.4,2.0
3 series,2010-01-01,9990,automatic,55000,diesel,235,44.1,3.0
3 series,2016-01-01,9490,manual,69000,diesel,20,68.9,2.0
3 series,2011-01-01,9990,automatic,77000,diesel,200,45.6,3.0
3 series,2013-01-01,9490,automatic,60000,diesel,30,62.8,2.0
4 series,2014-01-01,12490,automatic,72000,diesel,125,60.1,2.0
x1,2014-01-01,9990,automatic,68000,diesel,145,56.5,2.0
1 series,2013-01-01,6990,manual,66000,diesel,125,60.1,2.0
x5,2019-01-01,47250,automatic,3330,diesel,150,37.7,3.0
8 series,2019-01-01,65000,automatic,11111,petrol,150,26.9,4.4
2 series,2015-01-01,12490,manual,33000,diesel,30,64.2,2.0
1 series,2016-01-01,7490,manual,84000,diesel,20,72.4,1.5
1 series,2016-01-01,11490,manual,35000,petrol,125,52.3,1.5
3 series,2011-01-01,10490,automatic,73000,diesel,235,42.8,3.0
1 series,2014-01-01,7990,manual,42000,petrol,145,50.4,1.6
5 series,2015-01-01,15990,automatic,38000,diesel,160,51.4,3.0
5 series,2015-01-01,15490,automatic,45000,diesel,160,51.4,3.0
5 series,2019-01-01,31550,automatic,1550,hybrid,140,156.9,2.0
x5,2019-01-01,49750,automatic,5800,diesel,150,37.7,3.0
x5,2019-01-01,52500,automatic,6283,petrol,145,27.2,3.0
7 series,2019-01-01,50850,automatic,4202,diesel,145,41.5,3.0
1 series,2016-01-01,17950,automatic,46704,petrol,205,39.8,3.0
5 series,2020-01-01,34750,automatic,101,diesel,145,60.1,3.0
2 series,2016-01-01,11850,manual,42281,diesel,20,68.9,2.0
1 series,2019-01-01,15750,manual,8910,diesel,145,78.5,1.5
3 series,2019-01-01,26750,automatic,6579,petrol,150,42.2,2.0
x3,2019-01-01,33350,automatic,4020,diesel,150,54.3,2.0
x5,2019-01-01,61550,automatic,11311,diesel,150,33.6,3.0
3 series,2015-01-01,13950,automatic,71501,diesel,145,56.5,3.0
5 series,2014-01-01,11990,automatic,85000,diesel,125,57.6,2.0
5 series,2020-01-01,26750,automatic,101,diesel,145,52.3,2.0
1 series,2019-01-01,22500,manual,2252,petrol,145,41.5,1.5
3 series,2020-01-01,41850,automatic,101,diesel,145,44.1,3.0
z4,2020-01-01,28500,automatic,101,petrol,145,38.7,2.0
7 series,2019-01-01,51950,automatic,1775,diesel,145,41.5,3.0
3 series,2019-01-01,30850,automatic,7624,diesel,145,48.7,2.0
5 series,2017-01-01,21850,automatic,34704,diesel,150,65.7,2.0
3 series,2014-01-01,13990,automatic,85000,diesel,145,55.4,2.0
3 series,2010-01-01,8300,manual,67000,diesel,125,60.1,2.0
5 series,2015-01-01,13990,automatic,37000,diesel,30,62.8,2.0
7 series,2016-01-01,29990,automatic,33000,diesel,145,54.3,3.0
1 series,2017-01-01,11490,manual,31000,diesel,20,68.9,2.0
1 series,2015-01-01,8490,manual,50000,petrol,125,50.4,1.6
4 series,2017-01-01,22500,automatic,25168,diesel,160,51.4,3.0
x1,2019-01-01,30850,automatic,6300,diesel,145,50.4,2.0
5 series,2017-01-01,27750,automatic,15899,diesel,145,57.7,2.0
2 series,2015-01-01,10990,automatic,30000,petrol,125,53.3,1.5
1 series,2017-01-01,11490,manual,16000,diesel,145,72.4,1.5
5 series,2013-01-01,11990,automatic,56000,diesel,125,57.6,2.0
1 series,2015-01-01,13490,automatic,45000,diesel,125,60.1,2.0
1 series,2016-01-01,12490,automatic,43000,diesel,30,65.7,2.0
3 series,2016-01-01,13990,automatic,45000,diesel,30,64.2,2.0
5 series,2014-01-01,14490,automatic,62000,diesel,160,51.4,3.0
1 series,2015-01-01,8990,manual,39000,diesel,20,72.4,1.5
5 series,2016-01-01,14490,automatic,52000,diesel,30,62.8,2.0
i3,2016-01-01,19850,automatic,19995,hybrid,0,470.8,0.0
5 series,2019-01-01,31550,automatic,18733,hybrid,140,141.3,2.0
5 series,2017-01-01,23950,automatic,28629,diesel,125,60.1,2.0
3 series,2019-01-01,18950,automatic,22500,petrol,150,51.4,1.5
5 series,2019-01-01,28950,automatic,6800,petrol,145,50.4,2.0
5 series,2019-01-01,30850,automatic,6000,diesel,145,62.8,2.0
x7,2019-01-01,62850,automatic,9811,diesel,145,33.6,3.0
5 series,2019-01-01,38500,automatic,7390,petrol,145,39.2,3.0
5 series,2019-01-01,30000,automatic,16267,hybrid,140,156.9,2.0
x3,2015-01-01,20850,automatic,36054,diesel,145,54.3,2.0
6 series,2017-01-01,26500,automatic,31328,diesel,145,51.4,3.0
x2,2020-01-01,30000,automatic,101,petrol,145,42.2,1.5
5 series,2019-01-01,31550,automatic,1550,hybrid,140,156.9,2.0
6 series,2020-01-01,36550,automatic,101,petrol,145,42.8,2.0
x3,2019-01-01,36750,automatic,9701,diesel,145,48.7,3.0
x5,2019-01-01,51950,automatic,5984,petrol,145,27.2,3.0
z4,2019-01-01,32550,automatic,824,petrol,145,38.7,2.0
5 series,2020-01-01,34550,automatic,110,diesel,145,44.8,2.0
2 series,2019-01-01,25850,automatic,5560,diesel,150,48.7,2.0
5 series,2019-01-01,28850,automatic,1565,diesel,145,60.1,2.0
5 series,2019-01-01,28850,automatic,1647,diesel,145,60.1,2.0
5 series,2019-01-01,28000,automatic,1651,diesel,145,65.7,2.0
5 series,2019-01-01,32500,automatic,7000,diesel,145,55.4,2.0
3 series,2019-01-01,33950,automatic,9903,diesel,145,47.9,3.0
7 series,2019-01-01,55000,automatic,8546,diesel,145,41.5,3.0
5 series,2019-01-01,34850,automatic,1524,hybrid,135,141.3,2.0
5 series,2019-01-01,34850,automatic,1522,hybrid,135,141.3,2.0
5 series,2019-01-01,34850,automatic,1516,hybrid,135,141.3,2.0
x1,2019-01-01,31850,automatic,3500,petrol,145,38.7,2.0
x5,2019-01-01,60000,automatic,8700,diesel,145,37.7,3.0
1 series,2019-01-01,16450,automatic,9964,diesel,145,78.5,1.5
z4,2019-01-01,38250,automatic,3066,petrol,145,33.2,3.0
1 series,2017-01-01,18500,automatic,20148,diesel,150,60.1,2.0
5 series,2019-01-01,28000,automatic,1662,diesel,145,65.7,2.0
5 series,2019-01-01,37950,automatic,3141,petrol,145,29.1,3.0
3 series,2017-01-01,24750,automatic,29449,diesel,145,49.6,3.0
x3,2018-01-01,30850,automatic,6293,diesel,145,56.5,2.0
x3,2019-01-01,53950,automatic,3512,petrol,145,24.8,3.0
3 series,2019-01-01,40000,automatic,9735,diesel,145,45.6,3.0
4 series,2019-01-01,25950,automatic,101,petrol,145,48.7,2.0
3 series,2019-01-01,30850,automatic,6272,diesel,145,48.7,2.0
6 series,2019-01-01,32750,automatic,9205,diesel,145,44.1,2.0
z4,2020-01-01,31350,automatic,111,petrol,145,38.7,2.0
x1,2019-01-01,29750,automatic,6695,diesel,150,50.4,2.0
x2,2019-01-01,23950,manual,4242,petrol,150,42.8,1.5
3 series,2016-01-01,20000,automatic,39510,petrol,205,41.5,3.0
5 series,2016-01-01,15000,automatic,33476,diesel,20,68.9,2.0
1 series,2017-01-01,14950,manual,12519,diesel,30,65.7,2.0
1 series,2019-01-01,19850,automatic,1555,petrol,145,54.3,1.5
4 series,2019-01-01,32000,automatic,5177,petrol,145,39.2,3.0
1 series,2019-01-01,27750,automatic,1947,diesel,145,48.7,2.0
x4,2019-01-01,40000,automatic,3170,petrol,145,26.9,3.0
x3,2019-01-01,36500,automatic,9770,diesel,145,48.7,3.0
5 series,2019-01-01,29450,automatic,2701,diesel,145,62.8,2.0
5 series,2019-01-01,29550,automatic,2220,diesel,145,62.8,2.0
5 series,2019-01-01,29850,automatic,1550,diesel,145,62.8,2.0
3 series,2019-01-01,26750,automatic,6504,petrol,150,42.2,2.0
3 series,2019-01-01,28500,automatic,5513,petrol,150,42.2,2.0
2 series,2019-01-01,21750,automatic,4416,diesel,150,65.7,2.0
4 series,2019-01-01,25850,automatic,8675,diesel,145,60.1,2.0
3 series,2019-01-01,26850,automatic,5900,diesel,145,62.8,2.0
4 series,2017-01-01,19950,manual,19506,petrol,145,40.9,2.0
3 series,2018-01-01,26750,automatic,8482,petrol,145,41.5,3.0
5 series,2019-01-01,28500,automatic,9676,hybrid,135,156.9,2.0
1 series,2017-01-01,17350,automatic,14386,petrol,145,54.3,1.5
z4,2020-01-01,30000,automatic,110,petrol,145,38.7,2.0
5 series,2018-01-01,20850,automatic,22247,diesel,145,68.9,2.0
2 series,2015-01-01,13450,manual,36359,diesel,20,68.9,1.5
1 series,2019-01-01,20950,automatic,5573,diesel,145,65.7,2.0
1 series,2019-01-01,15750,manual,9943,diesel,145,78.5,1.5
2 series,2019-01-01,21550,automatic,6498,diesel,150,67.3,2.0
m5,2019-01-01,68850,automatic,4359,petrol,150,24.1,4.4
3 series,2019-01-01,18550,manual,7478,petrol,150,49.6,1.5
7 series,2019-01-01,53950,automatic,8652,diesel,145,41.5,3.0
x5,2019-01-01,47500,automatic,14391,petrol,150,27.2,3.0
x2,2018-01-01,25950,automatic,10429,diesel,145,58.9,2.0
3 series,2016-01-01,20000,automatic,51497,diesel,160,51.4,3.0
2 series,2019-01-01,30000,automatic,4900,diesel,145,62.8,2.0
7 series,2017-01-01,30850,automatic,19812,diesel,145,53.3,3.0
1 series,2019-01-01,19750,automatic,7841,diesel,145,67.3,2.0
2 series,2019-01-01,18950,manual,9806,petrol,145,40.4,1.5
6 series,2017-01-01,35000,automatic,11541,petrol,145,31.0,4.4
2 series,2019-01-01,19750,automatic,5141,petrol,145,39.2,1.5
3 series,2019-01-01,22750,automatic,7005,petrol,145,44.8,2.0
7 series,2017-01-01,27500,automatic,20671,diesel,125,57.6,3.0
4 series,2017-01-01,18950,automatic,30145,diesel,145,58.9,2.0
x1,2019-01-01,25000,automatic,4534,petrol,145,46.3,1.5
1 series,2019-01-01,20000,automatic,5011,diesel,145,67.3,2.0
1 series,2017-01-01,17500,automatic,9020,diesel,150,65.7,2.0
3 series,2016-01-01,20550,automatic,26047,petrol,200,41.5,3.0
x3,2016-01-01,21950,automatic,27702,diesel,145,54.3,2.0
4 series,2017-01-01,17500,manual,39256,diesel,145,62.8,2.0
4 series,2019-01-01,25950,automatic,296,petrol,145,48.7,2.0
3 series,2019-01-01,25950,automatic,1517,diesel,145,64.2,2.0
3 series,2020-01-01,41850,automatic,111,petrol,145,34.9,3.0
1 series,2019-01-01,15989,automatic,7892,petrol,145,55.5,1.5
6 series,2014-01-01,16999,automatic,29178,diesel,160,50.4,3.0
2 series,2019-01-01,25000,automatic,4000,petrol,145,47.9,2.0
4 series,2019-01-01,30000,automatic,4500,diesel,145,60.1,2.0
x2,2019-01-01,29950,automatic,4300,petrol,145,39.2,2.0
5 series,2019-01-01,30000,automatic,6172,diesel,145,62.8,2.0
8 series,2019-01-01,60000,automatic,8000,petrol,145,33.6,3.0
3 series,2020-01-01,37250,automatic,101,diesel,145,47.9,3.0
2 series,2020-01-01,25000,automatic,101,petrol,145,47.9,2.0
3 series,2016-01-01,12878,automatic,49620,diesel,20,74.3,2.0
4 series,2016-01-01,19999,automatic,14408,petrol,145,48.7,2.0
3 series,2015-01-01,11309,automatic,64797,diesel,0,74.3,2.0
3 series,2019-01-01,26950,automatic,12777,diesel,145,53.3,3.0
x3,2016-01-01,20000,automatic,43025,diesel,200,47.9,3.0
2 series,2015-01-01,16950,automatic,22876,petrol,160,44.1,2.0
3 series,2017-01-01,22150,automatic,6272,diesel,145,51.4,3.0
3 series,2019-01-01,19850,automatic,11505,petrol,145,51.4,1.5
z4,2019-01-01,40000,automatic,2756,petrol,145,33.2,3.0
5 series,2019-01-01,26550,automatic,10770,diesel,145,62.8,2.0
3 series,2015-01-01,10999,manual,57693,petrol,160,44.1,2.0
3 series,2016-01-01,10200,manual,60465,diesel,20,68.9,2.0
x1,2017-01-01,19750,automatic,13733,diesel,145,60.1,2.0
x1,2017-01-01,13999,manual,54650,diesel,20,68.9,2.0
x3,2019-01-01,32850,automatic,4250,petrol,145,30.4,2.0
3 series,2017-01-01,21150,automatic,17059,hybrid,135,134.5,2.0
x3,2018-01-01,30000,automatic,9854,diesel,145,56.5,2.0
x1,2016-01-01,18500,automatic,27418,petrol,160,44.8,2.0
4 series,2016-01-01,19500,automatic,41553,diesel,160,50.4,3.0
1 series,2016-01-01,10494,manual,41399,diesel,20,72.4,1.5
1 series,2016-01-01,10648,manual,36669,diesel,0,83.1,1.5
3 series,2016-01-01,13042,automatic,53760,diesel,20,70.6,2.0
4 series,2019-01-01,27950,automatic,4900,petrol,145,48.7,2.0
4 series,2019-01-01,27950,automatic,4700,diesel,145,58.9,2.0
x3,2019-01-01,36750,automatic,9002,diesel,145,54.3,2.0
4 series,2019-01-01,26750,automatic,8018,petrol,145,45.6,2.0
x2,2019-01-01,27950,automatic,7971,diesel,150,58.9,2.0
2 series,2019-01-01,23450,automatic,6127,diesel,145,49.6,2.0
x5,2019-01-01,47250,automatic,6174,diesel,145,37.7,3.0
1 series,2019-01-01,14950,manual,14735,diesel,145,78.5,1.5
4 series,2017-01-01,20999,automatic,23312,diesel,145,55.4,3.0
3 series,2017-01-01,19499,automatic,24472,diesel,30,62.8,2.0
3 series,2017-01-01,19299,automatic,33206,diesel,160,51.4,3.0
4 series,2016-01-01,16689,automatic,44982,petrol,145,48.7,2.0
4 series,2016-01-01,17499,manual,26031,diesel,30,62.8,2.0
2 series,2014-01-01,11647,manual,43960,diesel,30,62.8,2.0
2 series,2015-01-01,14908,automatic,21062,petrol,200,43.5,2.0
3 series,2015-01-01,16559,automatic,42199,diesel,160,49.6,3.0
5 series,2013-01-01,10999,automatic,89693,diesel,125,57.6,2.0
